Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
semoga kekuatan godaan menghadang amin,0,0,0,0,0,0,0,0,0,0,0,0
berdepan burittt,1,1,1,0,0,0,0,0,1,1,0,0
haha habislah kena kidnap laptop ku belanja coffee bean ku maafkan hazelnut coffee whip cream nama ku salah eja mesti lanja double x9c,0,0,0,0,0,0,0,0,0,0,0,0
kontras ikutan radikal intoleran,1,0,1,0,0,0,0,0,1,1,0,0
dikarantina kamar gas beracun nazi membasmi yahudi mas,0,0,0,0,0,0,0,0,0,0,0,0
indosat bikin bintang gue turun,1,1,0,1,0,0,0,0,1,0,1,0
melulu ditii dibahas membantai memberontak terorisnya nyata,1,0,0,1,0,0,0,0,1,0,1,0
pendukung prabowo,1,1,0,1,0,0,1,0,0,0,1,0
peduli sesulit menghadapi tersenyum sepe i orang chanyeol exo k,0,0,0,0,0,0,0,0,0,0,0,0
marah marah,0,1,0,0,0,0,0,0,0,0,0,0
x81,0,0,0,0,0,0,0,0,0,0,0,0
barusan saudara jarang ketemu mampir rumah antarkan undangan basa basi sebentar bilang kurusan sakit gue langsung he makannya bilang oh ku dibilang,0,0,0,0,0,0,0,0,0,0,0,0
tukar kembalikan produk gratis pengembalian barang konsumen barang rusak produksi layanan garansi 7 haus mini kuiz hazid,0,0,0,0,0,0,0,0,0,0,0,0
on the way bom korea utara,0,0,0,0,0,0,0,0,0,0,0,0
desember gemblung,0,1,0,0,0,0,0,0,0,0,0,0
buku langka tarich agama islam h o tjokroaminoto 1950 183 halaman hard cover harga 450 000 minat,0,0,0,0,0,0,0,0,0,0,0,0
berkirim sms memalukan hhhh kesal gue,0,1,0,0,0,0,0,0,0,0,0,0
isinya ya,1,1,0,1,0,0,0,1,0,0,1,0
bimbingan ulama kibar ahlusunah kokoh bersabar al hak asy syaikh saleh al fauzan hafizhahullah orang bersabar jalan allah agama hak sunnah,0,0,0,0,0,0,0,0,0,0,0,0
hubungannya ai cina,1,0,0,1,0,1,0,0,0,0,1,0
bengap terangkan pon x paham patut,1,1,1,0,1,0,0,0,0,1,0,0
anies super gubernur kunjungan maroko good,0,0,0,0,0,0,0,0,0,0,0,0
save komisi pemberantasan korupsi tolak rekomendasi amp bubarkan panitia khusus angket komisi pemberantasan korupsi tanda tangani petisi uniform resource locator via,1,0,0,1,0,0,0,0,1,0,0,1
rabi israel orang berkulit hitam x9cmonyet x9d picu kecaman keras uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
sahkan rancangan undang undang masyarakat adat,0,0,0,0,0,0,0,0,0,0,0,0
eh adaaa cek toko sebelah x81 maaf ya menonton film klasik indonesia tokohnya kristen spirit for diversity,0,0,0,0,0,0,0,0,0,0,0,0
bulunya mantap jilatnya,0,1,0,0,0,0,0,0,0,0,0,0
dosen azan break mencerocos mulu,1,1,1,0,0,0,0,0,1,1,0,0
albe einstein bicara umur 3 mengalami otak daya pikirnya lambat,0,0,0,0,0,0,0,0,0,0,0,0
arab saudi menjajah yaman rumpun bangsa izrail menjajah palestina orang yahudi keturunan arab tentara israel muslim islam agama,0,0,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0,0,0
x91 xa9 memandangi freezer kosong x91 xa7 papa along your ganteng ate all the ice cream last night x91 xa9 oh dear lord x99 x88 x99 x88 membatin ampun steven bahasa anak anak,0,1,0,0,0,0,0,0,0,0,0,0
tangkap gerung penista kitab suci agama,1,0,1,0,1,0,0,0,0,0,0,1
bualan jokowi berbicara mulu uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
mending presidenku kerjanya nyinyir kaummu gunting pita jujunganmu presiden bangun infrastruktur berutang berutang rakyat mending jokowi ter,1,0,0,1,0,0,0,0,1,0,1,0
om om inggu,1,1,1,0,0,0,0,0,1,1,0,0
tangannya kebalik lago wkwk,0,0,0,0,0,0,0,0,0,0,0,0
cewek bilang gue badan rumah gue bersihkan guru agama gue langsung menyuruh anak anak ambil air airnya dibaca bacakan disirami pohon nangka cewek langsung sadarkan dibawalah,0,0,0,0,0,0,0,0,0,0,0,0
ketahuan tololnya lari kenyataan xa4 xa3,1,1,1,0,0,0,0,0,1,1,0,0
eh namanya tackle injured debutan 20 17 main kasar cidera wkwk heran otak,1,1,1,0,0,0,0,0,1,1,0,0
preman monyong putih dikasih panggung merusak acara enek lihatnya,1,1,1,0,0,0,0,0,1,1,0,0
ih manusia geli gue,0,1,0,0,0,0,0,0,0,0,0,0
sedih vavang tampan mata resign senang bau bau menyenangkan hinggap hidung,0,0,0,0,0,0,0,0,0,0,0,0
kondisi ekonomi nasional terbatas penggantian kekuasaan pemerintah mengambil langkah strategis mengeluarkan undang undang modal undang undang no 1 1967 freepo 51,0,0,0,0,0,0,0,0,0,0,0,0
buruk semenjak indonesia merdeka,1,0,1,0,0,0,0,0,1,1,0,0
belajar memaki,1,1,1,0,0,0,0,0,1,1,0,0
gereoe coli teman pas tidur eh crot gereoe chiforchi xa6,0,1,0,0,0,0,0,0,0,0,0,0
kebaikan peroleh darinya separuh usia jalani teman teman ai keadilan sejahtera dirampas,0,0,0,0,0,0,0,0,0,0,0,0
904news scarlett johansson mengundurkan film rub and tug perannya gembong penjahat dante teks gill scarlett johansson dihujat dikritik memerankan tokoh dianggap penghargaan,0,0,0,0,0,0,0,0,0,0,0,0
kehidupan ibnu maktum dikenal orang mencintai allah a rasul riwayat tinggal rumah wanita yahudi hati sayang mulutnya henti menghina orang dicintai,0,0,0,0,0,0,0,0,0,0,0,0
presiden boros foya foya rakyat menderita jokowi presiden pilihan taipan cc 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
timbal baliknya tenaga kerja min cepat cepat dipulangkan tolong,0,0,0,0,0,0,0,0,0,0,0,0
98 1 orang orang ahli kitab orang orang musyrik meninggalkan agamanya bukti nyata,0,0,0,0,0,0,0,0,0,0,0,0
susah cari peminat budaya indonesia korsel giliran menemukan sumbernya akurat,0,0,0,0,0,0,0,0,0,0,0,0
kondisi ekonomi nasional terbatas penggantian kekuasaan pemerintah mengambil langkah strategis mengeluarkan undang undang modal undang undang no 1 1967 freepo 51,0,0,0,0,0,0,0,0,0,0,0,0
buya eson substansi membaca qur an menghayati membumikan pesan qur an islam rahmat alam tes membaca lihat track record set,0,0,0,0,0,0,0,0,0,0,0,0
penyakit panik alami kaum begundal bongkrek prabowo presiden kepanikan berlanjut sp inya jokowi periode,1,1,0,1,0,0,0,0,1,0,1,0
pura pura lupa orang,0,0,0,0,0,0,0,0,0,0,0,0
tenaga kerja menghina bos indonesia jajah lemah x pemerintahan mu 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden,1,0,0,1,0,0,0,0,1,0,1,0
beliau hebat beliau kroasia lolos final piala dunia mengalahkan inggris skor rupiah 14500 1 kerja kerja kerja,0,0,0,0,0,0,0,0,0,0,0,0
komisi pemberantasan korupsi menangkap koruptor komisi pemberantasan korupsi gagal bubarkan serahkan kepolisian kejaksaan,1,0,0,1,0,0,0,0,1,0,0,1
10 april 1877 raden mas panji sosroka ono kakak ra kakak lahir pelemkerep mahyong jepara jawa wa awan perang penerjemah momen momen sejarah dunia menutup hidupnya ilmu kebatinan,0,0,0,0,0,0,0,0,0,0,0,0
kekuatan ekonomi daerah reklamasi distrik bisnis pelabuhan bersebelahan lonjakan ekonomi fenomenal pe umbuhan 7 indeks harga saham gabungan 10 000,0,0,0,0,0,0,0,0,0,0,0,0
haha alah takut iv ekgy suh mu nyanyi kagu je odo,0,1,0,0,0,0,0,0,0,0,0,0
penghina al qur an penjara penjarakan ahok penjarakan ahok,1,0,1,0,1,0,0,0,0,1,0,0
penganut islam garis keras omongmu mendem kencing,1,1,1,0,1,0,0,0,0,1,0,0
beragama islam lupa 4 rakaat malas an ya,0,0,0,0,0,0,0,0,0,0,0,0
mumpung gue puasa,1,1,1,0,0,0,0,1,0,1,0,0
ai demokrasi indonesia perjuangan gencar serang komisi pemberantasan korupsi bubarkan ai demokrasi indonesia perjuangan dukung jokowi jokowi jokowi,1,0,0,1,0,0,0,0,1,0,1,0
a inya bank dunia percaya indonesia utang indonesia bagus pembangunan indonesia kelak berganti berpikir ulang korupsi indonesia bayar,0,0,0,0,0,0,0,0,0,0,0,0
ganti nama cocok mulut sampan kencing,1,1,1,0,0,0,0,0,1,1,0,0
asyik menang asyik ulama,0,0,0,0,0,0,0,0,0,0,0,0
mantap mantap bilang pemerintah anti islam buktinya ulama santri,0,0,0,0,0,0,0,0,0,0,0,0
era dibiarkan berkembang,1,0,1,0,0,1,0,0,0,1,0,0
prabowo lucu melawak novel fiksi ghost fleet lucu zul,1,1,1,0,0,0,0,0,1,1,0,0
sekolah paman bro kurikulum wajib trump salah 1 pemegang saham freepo mcmoran incorporate,0,0,0,0,0,0,0,0,0,0,0,0
gara gara presiden plonga plongo ya kiai,1,1,1,0,0,0,0,0,1,1,0,0
menang kerajaan wkwk,0,0,0,0,0,0,0,0,0,0,0,0
identifikasi singkatan bisexual bentuk kelainan problem psikolog sosial lihat gejala disengaja,0,0,0,0,0,0,0,0,0,0,0,0
emosi gue loey hyung gue pikir keras maksud acaranya terperanjat diakhir bilang mimpi emosi pangeran xa9,1,1,1,0,0,0,0,0,1,1,0,0
soign restoran memegang konsep diversity menggabungkan budaya korea makanan makanan internasional sepe i paris italia amerika picture below,0,0,0,0,0,0,0,0,0,0,0,0
langka 2 ekor kukang diselamatkan diperjualbelikan via online uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
contoh sederhana huria kristen batak protestan huria kristen batak protestan batak percaya umat kristiani saudara saudara seiman 100 kristen protestan huria kristen batak protestan mengakomodir bahasa amp budaya batak,0,0,0,0,0,0,0,0,0,0,0,0
ganyang ai indonesia musnahkan,1,0,0,1,0,1,0,0,0,0,0,1
islam nusantara muncul kristen nusantara hindu nusantara buddha nusantara nusantara semaumu,0,0,0,0,0,0,0,0,0,0,0,0
menyesal makan mending united state of america,0,1,0,0,0,0,0,0,0,0,0,0
ya allah untungnya indekos kak semoga isi bom benaran ya huhu ikutan ngeri xad xad,0,0,0,0,0,0,0,0,0,0,0,0
gubernur daerah khusus kota jaka a anies baswedan kehormatan be emu salat jum at presiden erdogan,0,0,0,0,0,0,0,0,0,0,0,0
matanajwadebatjaka a urusan anis juaranya makan jaka a haha pasangan calon aneh gede doang,1,1,1,0,0,0,0,0,1,1,0,0
ungkapan sayang sepe i uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
belajar agama orang islam belajar islam percaya adam nabi menyembah allah subhanahu wa taala benci biadab,1,1,0,1,1,0,0,0,0,0,1,0
lagu ari lasso,1,1,1,0,0,0,0,0,1,1,0,0
terpilih presiden calon presiden berjanji me foll back rakyat indonesia dijamin dipilih,0,0,0,0,0,0,0,0,0,0,0,0
mudah mudahan anak keluarga dekatmu pecandu narkoba sadar paham surat pemberitahuan tahunan alexis tutup,0,1,0,0,0,0,0,0,0,0,0,0
bikin penasaran haha,0,1,0,0,0,0,0,0,0,0,0,0
gue sekelompok be ujuh gue fakultas ekonomi gue non muslim gue pergi mengabdi kabupaten sukabumi kaki gunung pangrango gue cek gereja katolik terdekat 45 menit desa gue,0,0,0,0,0,0,0,0,0,0,0,0
mok tok mok kurus tok,0,0,0,0,0,0,0,0,0,0,0,0
barel dugaan bom tim gegana xb2,0,0,0,0,0,0,0,0,0,0,0,0
aaaaaaaaaah gatal sayang diseruduk retweet sayang ayo uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
namanya kecebong anaknya kodok presiden aduh presiden plonga plongo,1,1,0,1,0,0,0,0,1,0,1,0
jokowi lengserkan uniform resource locator,1,0,1,0,0,1,0,0,0,0,0,1
melaporkan rg menistakan agama orang orang garda utama pembela agama beradu akrobat,1,1,0,1,1,0,0,0,0,0,1,0
ruhut tun x81 x81,1,1,1,0,0,0,0,0,1,1,0,0
haha beda sanjungan eh habib rizieq wkwk,1,1,1,0,0,0,0,0,1,1,0,0
comberan,1,1,0,1,0,0,0,0,1,0,1,0
te awa rupiah melemah warganet berita metro televisi,1,0,0,1,0,0,0,0,1,0,1,0
musik network,1,1,1,0,0,0,0,0,1,1,0,0
jokowi pilihan 2019 calon presiden bongkar pasang isi lobang congklak presiden coba coba pikiran lurus amp negeri terurus pilihan 2019 jokowi 2019 jokowi jokowi kuat,0,0,0,0,0,0,0,0,0,0,0,0
xa6 x89 mas sehat xa6 x8d amp xac xc3 xb7 xc3 x97 e,0,1,0,0,0,0,0,0,0,0,0,0
modal usaha,1,1,1,0,0,0,0,0,1,1,0,0
kaum 1 2 radikal menyerang pusat pe ahanan umat islam kaum 1 2 percaya otak junk food kapasitasnya zero waspada adu domba kaum 1 2,1,1,0,1,1,0,0,0,0,0,1,0
gue memilih langsung menyebut gue gue keperluan gue whatsapp orang pe kalinya xa6,0,0,0,0,0,0,0,0,0,0,0,0
ikuti garong ajaran agama berdasar fiksi,0,0,0,0,0,0,0,0,0,0,0,0
mentil mentil bin bahlul,1,1,1,0,0,0,0,0,1,1,0,0
mata,1,1,1,0,0,0,1,0,0,1,0,0
salah turunan definisinya komplotan penyebar hoaks koar koar mencret,1,1,0,1,0,0,0,0,1,0,1,0
terharu baca twit carpoolge14 pulang mengundi jantina bangsa agama bersatu selamatkan malaysia semoga perjalanan pergi selamat god bless,0,0,0,0,0,0,0,0,0,0,0,0
be ahun2 ejek jokowi kodok ai indonesia santai panik ya panggil,1,1,1,0,0,0,0,0,1,1,0,0
warga badui selesai memperingati tradisi seba pendopo pemerintah kabupaten lebak dilanjutkan be emu gubernur banten wahidin halim sabtu 21 4 seba badui 2018 dw,0,0,0,0,0,0,0,0,0,0,0,0
empu jemaah 1 6 triliun jokowi,1,0,0,1,0,0,0,0,1,0,1,0
kuota mencari ya nyawa melayang orde kuota cari otak kebalik bothnewyear baca buka wawasan,1,1,1,0,0,0,0,1,0,1,0,0
ai demokrasi indonesia perjuangan ainya preman maling racist koruptor penipu ai demokrasi indonesia perjuangan berkumpul orang orang amoral,1,1,0,1,0,1,0,0,0,0,1,0
empok silvy and agus debat final pemilihan kepala daerah jaka a,1,1,1,0,0,0,0,0,1,1,0,0
kepedean gue ya,0,1,0,0,0,0,0,0,0,0,0,0
ya ampun gue bersyukur perhatian,0,1,0,0,0,0,0,0,0,0,0,0
ai indonesia bunuh orang islam anti agama orang islam bantai ai indonesia jihad membela ai indonesia,1,0,0,1,0,1,0,0,0,0,1,0
atuhlah,1,1,1,0,0,0,0,1,0,1,0,0
memilih kiai sep abu janda al,1,1,1,0,1,0,0,0,0,1,0,0
berharap rizieq shihab pulang hadapi hukumnya orang orangan sawah ditaruh laut dang dijemput paksa kecuali polisi takut pengikutnya,1,1,1,0,0,0,0,1,0,1,0,0
yoongi teman bilang gue senyum suka gusi,0,0,0,0,0,0,0,0,0,0,0,0
pas bom surabaya kemarin ngepost positif dukung tentara nasional indonesia kepolisian republik indonesia mengecam teroris gue lihat cewek cewek cadaran mengejar oppa oppa korea airpo wkwk gue cewek cadaran fanatik penamp,0,0,0,0,0,0,0,0,0,0,0,0
aksi drummer cilik aisya soraya zahra hadapan ketua dasar pengenaan pajak ai golkar airlangga a o menteri perindustrian ketua ai golkar provinsi bengkulu rohidin mersyah plt gubernur,0,0,0,0,0,0,0,0,0,0,0,0
galakin pribumi negeri teriak usang gongseng giliran berhadap hadapan langsung usang gongseng loyo,1,0,1,0,0,0,0,0,1,1,0,0
ai indonesia ditumpas habis proyek dilanjutkan umat islam amerika perang dingin musuh islam jahat balasan menunggu neraka,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
cok,0,1,0,0,0,0,0,0,0,0,0,0
5 kebiasaan merugikan kesehatan rambut kulit kepala via,0,0,0,0,0,0,0,0,0,0,0,0
spesial post for pigijo halo teman teman facebook yuk mampir tulisan terbaru jelajah pelosok indonesia membahas pesona budaya,0,0,0,0,0,0,0,0,0,0,0,0
sikap diharapkan 65 papua hak hak sipil berani bilang ai indonesia bersalah papua berhak merdeka dihargai eksistensi amp hak haknya hak sipil dipenuhi orang bebas bersikap bergantung,0,0,0,0,0,0,0,0,0,0,0,0
baginda paham a i mengedepankan dialog baginda paham fulus amp,1,1,1,0,0,0,0,1,0,1,0,0
oh 2015 bera i ratanya 1 2 x89,0,0,0,0,0,0,0,0,0,0,0,0
halo bu dokter persekusi muslim papua persekusi ujian semester bali fh manado mayoritas modal minoritas uang negara kesatuan republik indonesia mayoritas muslim mempersekusi minoritas cina kristen,0,0,0,0,0,0,0,0,0,0,0,0
menolak negara islam indonesia berani membubarkan kua pengadilan agama,1,0,0,1,1,0,0,0,0,0,1,0
jokowi negara kuat umara pemerintah ulama berjalan beriringan bersilaturahmi,0,0,0,0,0,0,0,0,0,0,0,0
sobat salah satunya kelebihan presiden ketatnya pengawasan jokowi pengembangan proyek strategis nasional laksanakan lapangan tujuan proteksi menekan ketimpangan sosial,0,0,0,0,0,0,0,0,0,0,0,0
bom pe sekutu dijatuhkan berlin perang dunia ih membunuh satunya gajah kebun binatang berlin,0,0,0,0,0,0,0,0,0,0,0,0
lihat tas istrinya jokowi p,1,1,1,0,0,0,0,0,1,1,0,0
ya gara gara mata wasit lihat bola kena raket menyalahkan sikap kevin,1,1,1,0,0,0,1,0,0,1,0,0
sepengetahuanku isu privatisasi air awasi jaman pilihan kepala daerah berkicau media sosial ya serius be anya,0,0,0,0,0,0,0,0,0,0,0,0
he gue gue b universitas brawijaya wkwk,0,1,0,0,0,0,0,0,0,0,0,0
tolong koleksi,0,0,0,0,0,0,0,0,0,0,0,0
sumber waras trans jaka a jokowi diam kutil ahok ganyang,1,1,1,0,0,0,0,0,1,1,0,0
nahdliyin bersatu penghinaan ruf amin dihentikan,0,0,0,0,0,0,0,0,0,0,0,0
geografis sepak bola italia masuk negara sepak bola ekonomi maju belang eropa barat eropa timur identified negara negara bekas paham,0,0,0,0,0,0,0,0,0,0,0,0
demina ih model mereknya ajsjsjsjaja,0,1,0,0,0,0,0,0,0,0,0,0
pemerintah provinsi sumatra utara gencar lakukan sosialisasi menyukseskan pilihan kepala daerah serentak 2018,0,0,0,0,0,0,0,0,0,0,0,0
tuli,0,1,0,0,0,0,0,0,0,0,0,0
duduk serumah masak makan duduk serumah duduk nak pengadilan negeri orang kisah,0,0,0,0,0,0,0,0,0,0,0,0
warga badui selesai memperingati tradisi seba pendopo pemerintah kabupaten lebak dilanjutkan be emu gubernur banten wahidin halim sabtu 21 4 seba badui 2018,0,0,0,0,0,0,0,0,0,0,0,0
ganda campuran campur tangan,0,0,0,0,0,0,0,0,0,0,0,0
aduh sibuk,1,1,1,0,0,0,0,0,1,1,0,0
lapar mending jual jual otak,0,1,0,0,0,0,0,0,0,0,0,0
ketua ppp romahurmuziy bersilaturahmi kediaman ketua utama alkhairaat habib sayid saggaf muhammad al jufri romahurmuziy ppp10sempurna,0,0,0,0,0,0,0,0,0,0,0,0
imajinasi liar long reply desah doang gue mainkan memeknya langsung ikuti ya,0,1,0,0,0,0,0,0,0,0,0,0
hetifah tingkatkan sektor pariwisata kalimantan timur baca berita pembaruan koran kalimantan timur baca koran kalimantan timur wisata kalimantan timur samarinda tenggarong balikpapan bontang berau,0,0,0,0,0,0,0,0,0,0,0,0
hati wahabi mugkin layak bubarkan,1,0,0,1,1,0,0,0,0,0,0,1
kebijakan pro le coba le buka syarat syarat investasi to indonesia republik rakyat cina klausul mengikuti tenaga kerja,0,0,0,0,0,0,0,0,0,0,0,0
muslim tahan spesifik menyebut kitab suci agama manapun muslim muslim diadu domba bawa bawa al qur an salam,0,0,0,0,0,0,0,0,0,0,0,0
sedih gue,0,1,0,0,0,0,0,0,0,0,0,0
tolong kepolisian republik indonesia memeriksa anies sandi terlibat saracen membatalkan pengangkatan sesuai hukum berlaku,1,0,1,0,0,0,0,0,1,1,0,0
kampus gue foreigner pakai rok sebawah wkwk tergantung dosen menentukan pakaian,0,0,0,0,0,0,0,0,0,0,0,0
beruntung ahok nyungsep,1,0,1,0,0,0,0,0,1,1,0,0
pengikut rizieq korban pe undang undang md3 dasar kaum sumbu pendek,1,1,0,1,0,0,0,0,1,0,1,0
bank rumah direalisasi,0,0,0,0,0,0,0,0,0,0,0,0
sayang,0,1,0,0,0,0,0,0,0,0,0,0
pendapat kena tegak petikan bh pasal isu tarikh pru pendapat kecaman federal dana nak boost ekonomi industri ong tranung patut negeri nak,0,0,0,0,0,0,0,0,0,0,0,0
silvy debat final pemilihan kepala daerah jaka a,1,1,1,0,0,0,0,0,1,1,0,0
haha bangsaaat apalah moral begundal abal abal xa6 uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0
asisten gubernur kepala emen kebijakan ekonomi moneter bi dody budi waluyo,0,0,0,0,0,0,0,0,0,0,0,0
sedianya rabu 11 04 08 00 indonesia barat pemeriksaan saksi pelapor penyidik unit terorisme direktorat reserse kriminal kepolisian daerah jawa timur dugaan penodaan agama sukmawati kendala pemeriksaan ditunda esok,0,0,0,0,0,0,0,0,0,0,0,0
gerombolan butuh manusia pengikutnya xa1 xa1 xa1 xa1 xa1,1,1,0,1,0,0,0,0,1,0,1,0
saracen muslim cyber army cuci otak rinso isis grup kehabisan akal otak rakyat ditipu,1,1,0,1,0,0,0,0,1,0,1,0
diladeni seekor kelayaban tujuan,1,1,1,0,0,0,0,0,1,1,0,0
diganti kotak kosong dilan terpilih 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
dewan perwakilan rakyat kompak undang undang md3 x85 x85 x85,0,0,0,0,0,0,0,0,0,0,0,0
membisikkan allah allah xa6 allah allahu akbar allah allah hamba abdinya insaf umar menyeretnya pinggir kota mengikatnya tiang menyuruh orang mengorek mata zinnirah,0,0,0,0,0,0,0,0,0,0,0,0
ulama jabar dukung jokowi pemilihan presiden 2019,0,0,0,0,0,0,0,0,0,0,0,0
memanggilnya pelan pelan mbak,1,1,0,1,0,0,1,0,0,0,1,0
pendukung napi ahok jokowi akal ai keadilan sejahtera kasihan umat,1,1,0,1,0,0,0,0,1,0,1,0
hukuman kudapatkan keras rindu merindukannya paman apes membutuhkanku menerima kehidupan baruku lambat laun menerima kehidupan 37 3,0,0,0,0,0,0,0,0,0,0,0,0
,1,1,1,0,0,0,0,0,1,1,0,0
ahok tumbang fakta bilang fitnah debat final pemilihan kepala daerah jaka a,1,0,1,0,0,0,0,0,1,1,0,0
suku bangsa terkecuali arab hijaz mesir mempraktikannya nama sepe i aksen aten mesopotamia sepe i awel marduk orang ibrani yahudi ishma el hanan etc,0,0,0,0,0,0,0,0,0,0,0,0
faktanya subprime gage dasar kekhawatiran bi dampak mempengaruhi sistem tingkatan sistem perbankan berimbas ekonomi negara yunani,0,0,0,0,0,0,0,0,0,0,0,0
nama panggilannya yasuko alasannya ya mata ya semangat pagi,0,0,0,0,0,0,0,0,0,0,0,0
kader ai kebangkitan bangsa mengikuti pilihan kepala daerah lupa memperdayakan produktivitas tanaman kopi daerah bersangkutan program kerjanya kelak minum kopi indonesia,0,0,0,0,0,0,0,0,0,0,0,0
ahok pantasnya dinobatkan mengeprek,1,1,1,0,0,0,0,0,1,1,0,0
memperingati tradisi seba pendopo pemerintah kabupaten lebak dilanjut be emu gubernur banten wahidin halim 21 4 seba badui 2018,0,0,0,0,0,0,0,0,0,0,0,0
hai paham ya prabowo subianto calon presiden salah presiden play station pas calon presiden abadi uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0
berpikirnya agama membela agama tebang pilih allah kesaksian dirimu mengaku ulama ustad kitab suci mu fiksi,0,0,0,0,0,0,0,0,0,0,0,0
anak anak cita cita bersemangat presiden be emu anak anak penyintas kanker istana kepresidenan bogor jawa barat jumat 6 4 sekretariat kabinet pekan,0,0,0,0,0,0,0,0,0,0,0,0
rapat bahan coli uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
kali pencopotan spanduknya tangkap memasang konsekuensi perbuatan tercela bravo kepolisian republik indonesia,0,0,0,0,0,0,0,0,0,0,0,0
slogan tipu teriak pancasila indonesia hati,1,0,1,0,0,1,0,0,0,1,0,0
haha,1,1,1,0,0,0,0,0,1,1,0,0
ujaran kebencian perangkat digital zaman susilo bambang yudhoyono susilo bambang yudhoyono mengklarifikasi info sesat main tangkap,1,0,1,0,0,0,0,0,1,1,0,0
hidup ya dipe emukan manusia menghargai orang,0,1,0,0,0,0,0,0,0,0,0,0
bonek super er suci indonesia maling gorengan jarah warung bonek maaf racist kuat menahan,1,1,0,1,0,0,0,0,1,0,1,0
hajar jokowi,1,0,1,0,0,0,0,0,1,0,0,1
berhati x9d menjatuhkan vonis x9ckafir x9d orang,0,0,0,0,0,0,0,0,0,0,0,0
bolot wkwk tipo,0,1,0,0,0,0,0,0,0,0,0,0
super gubernur indonesia membanggakan beda kelasnya gubernur reklamasi dibangga banggakan cukong 2019 ganti presiden 2019 presiden periode,1,0,1,0,0,0,0,0,1,1,0,0
berisik genit eh deh wkwk,0,1,0,0,0,0,0,0,0,0,0,0
yuk,0,1,0,0,0,0,0,0,0,0,0,0
informasi 8 99 terbukti akurat ri korban imperialisme via proxy info efektif mencegah proxy war aws konspirasi global pemimpin te inggi,0,0,0,0,0,0,0,0,0,0,0,0
xc2 xb2nya organisasi kemahasiswaan be ahan mempe ahankan ajaran xc2 xb2 karno presiden pe diturunkan tampuk kekuasaan orde 1967 eksistensi amp konsistensi be ahan melewati,0,0,0,0,0,0,0,0,0,0,0,0
menarik menengok sikap institusi institusi negara tuduhan jokowi cina,0,0,0,0,0,0,0,0,0,0,0,0
yaaaelaaaaaa manusia dasar,1,1,1,0,0,0,0,0,1,1,0,0
sepe inya efek undang undang md3 berbicara sesuka hati,0,0,0,0,0,0,0,0,0,0,0,0
ustad tukang fitnah menuduh jokowi ai indonesia ditangkap,1,0,1,0,0,0,0,0,1,1,0,0
ab berusaha keras berhasil pekerjaannya,0,0,0,0,0,0,0,0,0,0,0,0
jadikan lucu an intinya deh,0,0,0,0,0,0,0,0,0,0,0,0
2 rapat terbatas presiden publikasi kegiatan diselenggarakan jaka a palembang agustus jokowi pacu promosi asian games ayo promosikan asian games 2018,0,0,0,0,0,0,0,0,0,0,0,0
terpikirkan,0,0,0,0,0,0,0,0,0,0,0,0
budaya kat sosial media melampau lampau lately,0,0,0,0,0,0,0,0,0,0,0,0
,1,1,1,0,0,1,0,0,0,1,0,0
bukti valid bahaya virus diminum salah satunya admin otak berhenti mulut bicara jari menekan keyboard komputer,0,1,0,0,0,0,0,0,0,0,0,0
dasar,1,1,1,0,0,0,0,1,0,1,0,0
anies sandi produk saracen uniform resource locator,1,0,0,1,0,0,0,0,1,0,1,0
taman 2019 rakyat muak 2019 ganti presiden,1,0,0,1,0,0,0,0,1,0,1,0
kalah lawan wkwk,1,1,0,1,0,0,0,0,1,0,1,0
heboh prof ditambah penumpang gelap pasukan nasi campur,0,1,0,0,0,0,0,0,0,0,0,0
kucing cina intervensi wilayah kalimantan hati hati gara gara ahok mulut,1,1,0,1,0,1,0,0,0,0,1,0
kanan keponakan muhammad al fatih hidayat kuliah turki selesai hafalan 30 juz wifi bareng gubernur beliau dinas,0,0,0,0,0,0,0,0,0,0,0,0
final lawan disaksikan menonton bareng,0,0,0,0,0,0,0,0,0,0,0,0
ditakutkan prabowo sukses jokowi takut prabowo,1,0,1,0,0,0,0,0,1,1,0,0
cosplay pemilik surai putih memiringkan kepalanya penasaran bingung memutari sebentar sosok depannya cosplay,0,0,0,0,0,0,0,0,0,0,0,0
alasan pembakaran 7 sekolah dasar palangkaraya diperhatikan amp pengadaan proyek uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
